,client,recency_segment,frequency_segment,monetary_segment,segments,segments_numeric,frequency,recency,monetary
1744,u_121493,2,3,2,need attention,5,911.0,1009,42.3125
1745,u_121497,4,3,5,loyal customers,1,674.0,513,19.11
1746,u_12153,4,4,4,loyal customers,1,546.0,439,26.572499999999998
1747,u_121531,2,5,3,at risk,7,212.5,1262,28.488333333333333
1748,u_121548,3,4,3,loyal customers,1,553.0,624,30.415
1749,u_121556,3,2,2,promising,4,936.0,792,35.93
1750,u_121557,4,3,4,loyal customers,1,694.0,314,21.11
1751,u_121564,4,3,3,loyal customers,1,771.0,507,33.6525
1752,u_121589,4,2,3,others,11,942.0,312,28.427500000000002
1753,u_121597,5,5,4,loyal customers,1,54.0,123,24.4875
1754,u_121600,2,5,4,at risk,7,187.0,1301,23.384999999999998
1755,u_121605,1,4,3,lost,10,468.0,1323,28.262500000000003
1756,u_121606,3,4,3,loyal customers,1,504.0,912,31.91
1757,u_121612,5,5,3,loyal customers,1,125.0,44,28.807499999999997
1758,u_121619,5,5,4,loyal customers,1,25.0,168,22.1575
1759,u_121650,3,5,1,others,11,97.0,918,44.48
1760,u_121670,4,1,2,promising,4,1365.0,388,34.9825
1761,u_121672,4,1,1,promising,4,1654.0,291,49.18
1762,u_121686,5,1,3,new customers,3,1528.0,136,28.7175
1763,u_121716,5,1,3,new customers,3,1685.0,4,31.1725
1764,u_121734,2,4,3,at risk,7,317.0,1201,33.337500000000006
1765,u_121736,5,1,3,new customers,3,1438.0,74,28.792499999999997
1766,u_121744,3,3,2,potential loyalist,2,917.0,867,39.574999999999996
1767,u_121768,4,4,4,loyal customers,1,310.0,485,24.776666666666667
1768,u_12177,5,3,2,potential loyalist,2,825.0,172,36.019999999999996
1769,u_121789,5,4,3,loyal customers,1,530.0,49,32.5175
1770,u_121823,5,4,3,loyal customers,1,341.0,195,29.00333333333333
1771,u_121826,3,3,2,potential loyalist,2,853.0,876,36.7725
1772,u_121830,2,3,2,need attention,5,787.0,1158,36.86
1773,u_121841,1,5,2,lost,10,173.0,1706,39.167500000000004
1774,u_12186,4,2,4,others,11,934.0,314,21.950000000000003
1775,u_121862,5,2,2,new customers,3,1297.0,169,38.255
1776,u_121871,4,5,2,potential loyalist,2,58.0,494,34.355
1777,u_12188,1,5,5,can`t lose them,8,268.0,1401,15.9875
1778,u_121882,1,4,1,lost,10,359.0,1321,57.68
1779,u_121888,5,4,2,potential loyalist,2,433.0,266,42.215
1780,u_121893,5,5,2,potential loyalist,2,192.0,72,36.832499999999996
1781,u_121894,3,3,3,loyal customers,1,634.0,628,33.04
1782,u_1219,4,1,4,others,11,1327.0,553,26.0925
1783,u_121900,1,5,3,lost,10,262.0,1467,33.667500000000004
1784,u_121915,4,4,3,loyal customers,1,476.0,518,33.822500000000005
1785,u_121932,5,5,2,potential loyalist,2,156.0,122,38.0775
1786,u_121957,3,5,4,loyal customers,1,259.0,680,20.7625
1787,u_121974,5,2,4,new customers,3,1044.0,253,21.7725
1788,u_121989,2,2,3,need attention,5,959.0,1009,28.7275
1789,u_122011,5,2,3,new customers,3,1106.0,112,31.3475
1790,u_122015,5,2,2,new customers,3,1074.0,180,41.455
1791,u_122023,2,4,2,others,11,325.5,1128,39.245
1792,u_122034,2,4,1,others,11,433.0,1233,42.55
1793,u_122080,5,4,5,loyal customers,1,552.0,240,17.85
1794,u_122096,3,3,4,loyal customers,1,859.0,829,24.752499999999998
1795,u_122113,1,4,2,lost,10,470.0,1358,36.0675
1796,u_122136,5,5,4,loyal customers,1,138.0,158,25.35166666666667
1797,u_12214,3,5,4,loyal customers,1,109.0,602,21.2075
1798,u_122141,2,5,3,at risk,7,58.0,1033,30.745
1799,u_122161,3,2,3,need attention,5,1059.0,865,29.9275
1800,u_122171,4,4,5,loyal customers,1,336.0,291,17.215
1801,u_122196,3,4,3,loyal customers,1,341.3333333333333,703,27.905
1802,u_122197,5,5,3,loyal customers,1,210.0,174,28.9875
1803,u_122207,5,1,3,new customers,3,1565.0,264,32.8525
1804,u_122215,4,1,3,others,11,1514.0,344,31.195
1805,u_122220,5,4,2,potential loyalist,2,477.0,123,42.08
1806,u_122227,5,2,3,new customers,3,956.0,269,29.085
1807,u_122262,5,4,4,loyal customers,1,339.0,10,22.619999999999997
1808,u_122319,5,1,3,new customers,3,1439.0,99,28.93
1809,u_122334,3,2,4,others,11,1134.0,821,22.759999999999998
1810,u_122342,3,5,1,others,11,46.0,867,49.8225
1811,u_122363,1,4,3,lost,10,573.0,1349,30.814999999999998
1812,u_12238,5,4,2,potential loyalist,2,291.0,267,36.21666666666667
1813,u_122384,4,2,2,promising,4,1151.0,348,37.6025
1814,u_122389,4,5,2,potential loyalist,2,137.0,349,39.49250000000001
1815,u_122393,4,4,3,loyal customers,1,370.0,512,31.22666666666667
1816,u_122397,5,2,4,new customers,3,1177.0,74,24.4925
1817,u_122399,5,5,1,others,11,164.0,125,43.537499999999994
1818,u_122402,4,1,3,others,11,1332.0,339,33.83
1819,u_122415,4,2,4,others,11,1103.0,509,26.384999999999998
1820,u_122416,1,5,3,lost,10,149.0,1520,31.12
1821,u_122434,2,3,2,need attention,5,627.0,1036,35.82
1822,u_12244,5,5,5,champions,0,240.0,28,15.52
1823,u_12245,3,2,4,others,11,1110.0,745,21.3825
1824,u_122452,4,2,5,others,11,1263.0,491,18.3825
1825,u_12246,3,3,3,loyal customers,1,905.0,814,30.455
1826,u_122474,4,4,4,loyal customers,1,575.0,505,24.224999999999998
1827,u_122496,4,3,2,potential loyalist,2,633.0,385,40.4725
1828,u_122507,5,3,4,loyal customers,1,622.0,158,26.18
1829,u_122515,4,4,2,potential loyalist,2,285.0,544,38.709999999999994
1830,u_122521,4,1,2,promising,4,1562.0,340,34.6275
1831,u_122527,2,4,3,at risk,7,571.0,1133,28.795
1832,u_122528,3,4,3,loyal customers,1,510.0,845,29.4675
1833,u_12253,4,5,2,potential loyalist,2,133.0,341,36.68666666666667
1834,u_122533,4,2,5,others,11,1303.0,312,19.0375
1835,u_12256,4,4,4,loyal customers,1,336.0,481,21.9725
1836,u_122566,4,5,2,potential loyalist,2,239.0,471,40.707499999999996
1837,u_122579,5,5,3,loyal customers,1,79.0,5,33.2875
1838,u_122595,4,2,2,promising,4,1083.0,413,40.135
1839,u_122610,5,2,1,new customers,3,1125.0,77,49.07
1840,u_122622,5,1,4,new customers,3,1878.0,27,22.535
1841,u_122629,4,3,2,potential loyalist,2,632.0,459,38.32
1842,u_12263,1,4,3,lost,10,416.0,1420,34.1375
1843,u_122633,4,5,5,loyal customers,1,27.0,576,9.2225
1844,u_122635,4,2,4,others,11,1070.0,326,27.447499999999998
1845,u_122645,5,5,2,potential loyalist,2,240.0,53,38.379999999999995
1846,u_122646,4,3,1,others,11,666.0,391,42.83
1847,u_122681,4,1,2,promising,4,1660.0,293,38.27
1848,u_122695,5,2,3,new customers,3,1051.0,125,31.1625
1849,u_122714,5,1,4,new customers,3,1612.0,224,22.915
1850,u_122719,3,5,2,potential loyalist,2,202.0,892,38.317499999999995
1851,u_122728,4,2,3,others,11,1124.0,489,28.060000000000002
1852,u_122786,4,2,4,others,11,1157.0,346,26.732499999999998
1853,u_122820,3,5,3,loyal customers,1,135.0,608,33.315
1854,u_122822,2,4,4,at risk,7,482.0,1082,24.7725
1855,u_122823,4,4,4,loyal customers,1,563.0,290,24.765
1856,u_122831,3,3,2,potential loyalist,2,633.0,701,34.556666666666665
1857,u_122835,1,5,4,lost,10,200.0,1683,20.625
1858,u_122863,2,4,4,at risk,7,366.0,1156,23.0225
1859,u_122890,4,3,3,loyal customers,1,836.0,437,27.705
1860,u_12290,3,4,4,loyal customers,1,364.0,773,26.813333333333333
1861,u_122900,2,3,3,need attention,5,720.0,986,30.134999999999998
1862,u_122905,2,4,2,others,11,455.0,1253,36.685
1863,u_122923,4,1,3,others,11,1445.0,391,32.55
1864,u_122926,1,5,3,lost,10,58.0,1466,30.5225
1865,u_12294,3,3,3,loyal customers,1,716.0,641,30.0375
1866,u_122950,3,3,1,others,11,825.0,775,45.730000000000004
1867,u_122956,1,4,2,lost,10,331.0,1516,41.4675
1868,u_122958,5,2,1,new customers,3,1293.0,110,49.332499999999996
1869,u_122968,5,5,3,loyal customers,1,112.0,72,32.7025
1870,u_122970,5,3,3,loyal customers,1,890.0,177,29.468333333333334
1871,u_122972,2,3,2,need attention,5,913.0,987,40.82
1872,u_122984,5,3,4,loyal customers,1,674.0,240,24.51
1873,u_122994,4,3,4,loyal customers,1,729.0,483,26.1875
1874,u_123007,2,4,2,others,11,578.0,940,38.105000000000004
1875,u_123026,1,5,2,lost,10,18.0,1805,35.0725
1876,u_12303,4,1,4,others,11,1344.0,436,27.1175
1877,u_123034,5,3,2,potential loyalist,2,744.5,9,41.65
1878,u_12311,3,4,5,loyal customers,1,312.0,699,19.505000000000003
1879,u_123110,3,4,4,loyal customers,1,440.0,721,23.665
1880,u_123122,3,3,2,potential loyalist,2,599.0,722,35.135
1881,u_123131,3,2,4,others,11,1031.0,699,23.845
1882,u_123134,2,5,2,others,11,198.5,1165,38.62833333333333
1883,u_123140,5,2,4,new customers,3,953.0,84,23.627499999999998
1884,u_123149,2,5,3,at risk,7,83.0,1084,28.62333333333333
1885,u_123152,3,4,4,loyal customers,1,313.0,869,24.2925
1886,u_123158,1,5,2,lost,10,160.0,1495,39.06
1887,u_123176,1,4,5,lost,10,416.0,1442,18.494999999999997
1888,u_123187,4,3,3,loyal customers,1,883.0,342,30.4625
1889,u_123191,2,4,2,others,11,474.0,1016,38.825
1890,u_123196,3,3,5,loyal customers,1,622.0,915,17.3
1891,u_1232,5,4,5,loyal customers,1,563.0,181,19.075
1892,u_123201,5,2,3,new customers,3,1057.0,265,28.04
1893,u_123217,4,3,4,loyal customers,1,756.0,316,25.56
1894,u_123222,5,4,5,loyal customers,1,575.0,145,19.025
1895,u_123228,1,3,3,lost,10,612.0,1333,28.01
1896,u_123231,2,3,4,at risk,7,701.0,1133,20.7575
1897,u_123247,2,3,2,need attention,5,685.0,1164,39.0775
1898,u_123255,3,3,5,loyal customers,1,657.0,625,17.94
1899,u_123272,1,5,2,lost,10,43.0,1638,35.11
1900,u_123276,4,2,4,others,11,1168.0,320,22.505000000000003
1901,u_123288,5,2,3,new customers,3,1105.0,221,30.9075
1902,u_123299,5,5,3,loyal customers,1,184.0,50,29.045
1903,u_123308,2,4,4,at risk,7,408.0,941,21.0425
1904,u_123314,4,1,2,promising,4,1391.0,468,41.92
1905,u_123324,3,2,3,need attention,5,1008.0,826,34.015
1906,u_12339,4,4,2,potential loyalist,2,491.0,349,35.46
1907,u_123418,4,4,5,loyal customers,1,291.0,580,14.552499999999998
1908,u_123466,5,4,3,loyal customers,1,351.0,38,32.1125
1909,u_123485,5,3,4,loyal customers,1,663.0,129,21.2125
1910,u_12351,2,4,4,at risk,7,361.0,1133,24.9675
1911,u_123523,5,1,4,new customers,3,1440.0,147,27.2
1912,u_12354,5,4,5,loyal customers,1,571.5,38,19.616666666666664
1913,u_123560,5,1,1,new customers,3,1591.0,244,42.7225
1914,u_123563,4,5,4,loyal customers,1,61.0,337,21.64
1915,u_123581,3,2,4,others,11,1021.0,769,26.2275
1916,u_123582,1,5,3,lost,10,170.0,1776,32.987500000000004
1917,u_123618,5,2,3,new customers,3,965.0,103,31.2675
1918,u_123631,3,5,4,loyal customers,1,166.0,626,22.805
1919,u_123649,3,4,3,loyal customers,1,502.0,852,27.6875
1920,u_123667,1,5,4,lost,10,65.0,1500,26.5325
1921,u_1237,3,4,2,potential loyalist,2,548.0,628,37.2975
1922,u_123703,2,3,2,need attention,5,750.0,1099,35.8575
1923,u_123707,3,5,4,loyal customers,1,265.0,891,24.735
1924,u_123754,2,4,2,others,11,350.0,1212,37.7025
1925,u_123759,5,1,5,new customers,3,1621.0,238,16.47
1926,u_123769,3,4,2,potential loyalist,2,440.0,674,41.065
1927,u_123775,5,1,3,new customers,3,1385.0,226,32.542500000000004
1928,u_123786,1,5,3,lost,10,168.0,1523,27.8175
1929,u_123810,3,3,5,loyal customers,1,688.0,825,19.405
1930,u_123826,2,4,4,at risk,7,534.0,988,22.887500000000003
1931,u_123828,3,4,3,loyal customers,1,408.0,680,29.266666666666666
1932,u_123834,5,4,2,potential loyalist,2,502.0,244,42.285
1933,u_123838,5,2,2,new customers,3,1106.0,83,41.182500000000005
1934,u_123839,1,5,3,lost,10,173.0,1449,27.779999999999998
1935,u_123844,5,4,2,potential loyalist,2,525.0,245,37.692499999999995
1936,u_123858,3,4,3,loyal customers,1,364.0,605,29.05
1937,u_12386,5,4,5,loyal customers,1,335.2,267,19.588333333333335
1938,u_123865,2,3,4,at risk,7,840.0,1108,22.634999999999998
1939,u_123874,1,4,3,lost,10,336.0,1420,31.695
1940,u_12388,3,3,1,others,11,645.0,772,46.2
1941,u_123896,3,4,5,loyal customers,1,383.0,721,18.9325
1942,u_123919,3,3,5,loyal customers,1,704.0,821,19.1075
1943,u_123930,2,4,2,others,11,321.0,1132,37.385000000000005
1944,u_123940,4,5,5,loyal customers,1,215.0,290,20.259999999999998
1945,u_123952,4,2,4,others,11,1089.0,508,22.18
1946,u_123958,5,3,5,loyal customers,1,875.0,145,16.955
1947,u_123983,5,1,2,new customers,3,1500.0,192,39.89
1948,u_123990,5,2,2,new customers,3,1235.0,13,34.54
1949,u_124014,3,4,5,loyal customers,1,398.0,629,12.2325
1950,u_124019,2,5,2,others,11,161.0,1283,42.025000000000006
1951,u_124021,4,3,5,loyal customers,1,600.0,365,16.4925
1952,u_124049,3,2,4,others,11,1096.0,826,25.18
1953,u_124066,4,4,3,loyal customers,1,582.0,577,32.085
1954,u_12407,3,4,1,others,11,472.0,685,44.03
1955,u_124072,4,4,4,loyal customers,1,551.0,339,23.6125
1956,u_12408,3,4,3,loyal customers,1,310.0,849,33.805
1957,u_124085,3,5,5,loyal customers,1,28.0,721,15.022499999999999
1958,u_124088,1,4,3,lost,10,576.0,1345,30.7325
1959,u_124092,5,3,3,loyal customers,1,842.0,73,34.0325
1960,u_124105,4,5,2,potential loyalist,2,14.0,528,36.175
1961,u_124110,4,5,4,loyal customers,1,274.5,413,21.584999999999997
1962,u_124111,1,5,2,lost,10,76.0,1824,36.425
1963,u_12413,2,3,4,at risk,7,748.0,1206,26.015
1964,u_124149,5,1,5,new customers,3,1343.0,152,17.7175
1965,u_124158,3,4,4,loyal customers,1,367.0,890,26.590000000000003
1966,u_124162,3,4,1,others,11,445.0,804,49.575
1967,u_124164,2,4,4,at risk,7,462.0,1035,27.127499999999998
1968,u_124165,5,1,2,new customers,3,1641.0,252,41.2275
1969,u_12420,5,2,2,new customers,3,1182.0,172,37.61
1970,u_124201,3,3,3,loyal customers,1,670.0,685,33.417500000000004
1971,u_124204,4,3,4,loyal customers,1,865.0,465,25.6325
1972,u_124235,5,2,3,new customers,3,1129.0,9,32.2125
1973,u_124241,1,4,2,lost,10,385.0,1320,40.2175
1974,u_124261,4,3,3,loyal customers,1,637.5,511,32.755
1975,u_124283,5,1,5,new customers,3,1636.0,10,12.18
1976,u_124286,1,5,1,lost,10,95.0,1441,43.945
1977,u_124290,3,5,3,loyal customers,1,64.0,730,27.76
1978,u_124304,5,2,4,new customers,3,1157.0,216,27.0925
1979,u_12431,2,4,5,at risk,7,535.0,1133,17.9025
1980,u_124322,3,4,5,loyal customers,1,576.0,869,13.54
1981,u_12433,5,4,3,loyal customers,1,336.6666666666667,97,34.058749999999996
1982,u_124334,3,4,4,loyal customers,1,402.0,827,23.4525
1983,u_124352,2,3,5,at risk,7,672.0,1182,19.225
1984,u_124371,4,1,2,promising,4,1477.0,324,36.245
1985,u_124372,4,2,3,others,11,1029.0,342,29.14
1986,u_124378,4,5,2,potential loyalist,2,153.0,363,39.4725
1987,u_124414,5,4,1,others,11,419.0,155,51.423333333333325
1988,u_12443,4,2,3,others,11,1271.0,483,34.2025
1989,u_124451,5,5,3,loyal customers,1,107.0,73,30.33
1990,u_12447,4,2,2,promising,4,1204.0,489,40.5925
1991,u_124482,4,5,3,loyal customers,1,134.0,349,33.4875
1992,u_124484,5,1,3,new customers,3,1550.0,252,32.74
1993,u_124487,3,3,3,loyal customers,1,868.0,599,33.4275
1994,u_124500,3,3,5,loyal customers,1,719.0,703,11.96
1995,u_124502,1,4,4,lost,10,408.0,1442,27.009999999999998
1996,u_124526,3,5,4,loyal customers,1,141.0,915,26.445
1997,u_124528,2,5,2,others,11,275.0,1008,34.44166666666666
1998,u_124533,3,3,2,potential loyalist,2,615.0,685,36.349999999999994
1999,u_124552,5,1,2,new customers,3,1451.0,158,37.5475
